id_censo,fuente,tipo_caso,perna02_r,perna02_r_imp,ci,docextpais,docexttipo,docextnro,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,fecha_nacimiento,id_sexo
CEN000514,censo2023,A,UY,UY,37669510,,,,MATEO,ALEJANDRO,,,1992-06-01,1
CEN000515,censo2023,C,UY,UY,55539313,,,,SANTIAGO,ANDREA,,,1982-03-28,
CEN000516,censo2023,A,UY,UY,40820847,,,,ANA,PAULA,,,1972-12-21,2
CEN000517,censo2023,C,UY,UY,42939879,,,,SEBASTIAN,JAVIER,,,1967-10-12,1
CEN000518,censo2023,A,UY,UY,46679918,,,,VALENTINA,MAR,MENDES,,,2
CEN000519,censo2023,C,UY,UY,41820080,,,,PEDRO,,BENITEZ,,2003-06-30,1
CEN000520,censo2023,A,UY,UY,35816163,,,,NOELIA,EZEQUIEL,LOPEZ,,1964-02-26,2
CEN000521,censo2023,B,UY,UY,48505352,,,,JUAN,EZEQUIEL,,,1974-10-18,1
CEN000522,censo2023,A,UY,UY,,,,,ELISA,,SUAREZ,,,2
CEN000523,censo2023,A,UY,UY,57138092,,,,ANA,DAMIAN,DIAZ,,1965-08-02,2
CEN000524,censo2023,A,UY,UY,30993272,,,,FACUNDO,JAVIER,DIAZ,,1968-06-13,1
CEN000525,censo2023,C,UY,UY,55441839,,,,SOFIA,AGUSTINA,CORREA,,1979-06-26,
CEN000526,censo2023,C,UY,UY,48403761,,,,VALENTINA,,ALONSO,,2004-03-19,2
CEN000527,censo2023,A,UY,UY,33468194,,,,GONZALO,PAULA,,,1970-05-24,1
CEN000528,censo2023,C,BR,BR,,076,PAS,B562602,GONZALO,JAVIER,FERNANDEZ,,1997-06-15,1
CEN000529,censo2023,B,UY,UY,53864354,,,,SEBASTIAN,,SILVA,,1979-06-13,1
CEN000530,censo2023,A,UY,UY,48370938,,,,DIEGO,LUIS,,,1986-02-09,1
CEN000531,censo2023,A,UY,UY,51687731,,,,NICOLAS,,,LOPEZ,1999-07-14,1
CEN000532,censo2023,A,UY,UY,36094786,,,,JUAN,,,,1965-05-26,1
CEN000533,censo2023,A,UY,UY,55066078,,,,PAOLA,NOELIA,FERNANDEZ,PEREIRA,1982-03-22,2
CEN000534,censo2023,B,PY,PY,,600,DNI,Y186666,ANA,ALEJANDRO,MARTINEZ,,1999-09-28,2
CEN000535,censo2023,C,PY,PY,,600,PAS,P828410,NICOLAS,INES,SUAREZ,,1998-12-02,1
CEN000536,censo2023,C,UY,UY,48886156,,,,SOFIA,JAVIER,,,2003-01-18,2
CEN000537,censo2023,A,UY,UY,53505924,,,,MARTIN,ANDREA,RODRIGUEZ,,1980-11-06,1
CEN000538,censo2023,A,UY,UY,35149015,,,,SOFIA,BELEN,GOMEZ,RAMIREZ,1987-02-27,2
CEN000539,censo2023,B,UY,UY,33867755,,,,LUCIA,LUIS,ALONSO,BENITEZ,1961-08-11,2
CEN000540,censo2023,C,UY,UY,40183732,,,,DIEGO,DAMIAN,ALONSO,,1986-02-03,1
CEN000541,censo2023,A,UY,UY,,,,,MARTIN,BEATRIZ,,,1954-08-22,1
CEN000542,censo2023,B,UY,UY,52326095,,,,MARTIN,PAULA,RUIZ,,1976-04-18,1
CEN000543,censo2023,A,UY,UY,46248539,,,,NICOLAS,AGUSTINA,MENDES,,1958-08-09,1
CEN000544,censo2023,C,PY,PY,,600,DNI,Y638020,LEONARDO,MAR,ACOSTA,,1955-04-05,1
CEN000545,censo2023,C,UY,UY,56064078,,,,SEBASTIAN,,,,1974-10-07,1
CEN000546,censo2023,B,UY,UY,55703014,,,,LEONARDO,,PEREZ,,1976-03-08,1
CEN000547,censo2023,C,UY,UY,35780506,,,,RUBEN,,DIAZ,,1956-02-08,1
CEN000548,censo2023,A,UY,UY,,,,,JUAN,,VELAZQUEZ,,1975-06-22,1
CEN000549,censo2023,A,UY,UY,32667872,,,,NOELIA,,,,1959-09-03,2
CEN000550,censo2023,A,UY,UY,37825647,,,,PEDRO,PAULA,,,1999-07-23,1
CEN000551,censo2023,A,BR,BR,,076,DNI,B761809,SANTIAGO,INES,,,1989-05-04,1
CEN000552,censo2023,A,UY,UY,41917981,,,,MATEO,ALEJANDRO,,,1991-08-06,1
CEN000553,censo2023,C,UY,UY,59667952,,,,SEBASTIAN,ELENA,LOPEZ,,1957-01-09,1
CEN000554,censo2023,A,UY,UY,48246829,,,,SANTIAGO,BEATRIZ,SOSA,RUIZ,1961-04-01,1
CEN000555,censo2023,A,BR,BR,,076,DNI,B943502,MARIA,,TORRES,,1977-12-18,2
CEN000556,censo2023,B,UY,UY,55556382,,,,DIEGO,ALEJANDRO,FERNANDEZ,,1969-11-05,1
CEN000557,censo2023,A,UY,UY,46971858,,,,PAOLA,AGUSTINA,DIAZ,,1987-09-13,2
CEN000558,censo2023,A,BR,BR,,076,DNI,R809269,FACUNDO,BEATRIZ,BENITEZ,,1956-03-10,1
CEN000559,censo2023,A,AR,AR,,,,,JOAQUIN,BEATRIZ,,,1962-01-06,1
CEN000560,censo2023,C,UY,UY,50370343,,,,RUBEN,,DIAZ,LOPEZ,1959-07-17,1
CEN000561,censo2023,A,PY,PY,,600,DNI,P182304,NOELIA,JAVIER,LOPEZ,,2000-04-22,2
CEN000562,censo2023,B,UY,UY,48169890,,,,SEBASTIAN,CARLOS,TORRES,,1950-12-20,1
CEN000563,censo2023,C,UY,UY,55229546,,,,JUAN,,PEREZ,,1951-03-11,1
CEN000564,censo2023,A,AR,AR,,032,DNI,R736856,NOELIA,ALEJANDRO,RODRIGUEZ,,1956-11-01,2
CEN000565,censo2023,A,UY,UY,,,,,ANA,ALEJANDRO,,,1960-08-29,2
CEN000566,censo2023,A,PY,PY,,600,PAS,Y471544,THIAGO,CARLOS,MENDES,,1955-04-05,1
CEN000567,censo2023,C,AR,AR,,032,PAS,R222189,MATEO,PAULA,LOPEZ,RODRIGUEZ,2000-02-10,1
CEN000568,censo2023,B,UY,UY,43571945,,,,MARIA,ANDREA,,,,2
CEN000569,censo2023,B,UY,UY,54409404,,,,MARTIN,,,,1990-12-05,1
CEN000570,censo2023,A,AR,AR,,032,DNI,R918549,GONZALO,NOELIA,ACOSTA,,,1
CEN000571,censo2023,A,UY,UY,44639421,,,,JOAQUIN,PAULA,MARTINEZ,,1993-10-13,1
CEN000572,censo2023,A,UY,UY,40818068,,,,NOELIA,ALEJANDRO,FERNANDEZ,,1985-07-26,2
CEN000573,censo2023,A,AR,AR,,032,PAS,A441619,DIEGO,LUIS,PEREIRA,,1970-10-18,1
CEN000574,censo2023,A,UY,UY,39052474,,,,THIAGO,NOELIA,VELAZQUEZ,SOSA,2002-11-15,1
CEN000575,censo2023,C,UY,UY,49018799,,,,NICOLAS,INES,SOSA,MARTINEZ,2001-03-08,1
CEN000576,censo2023,A,UY,UY,48424684,,,,MARTINA,DAMIAN,FERNANDEZ,,1953-01-21,2
CEN000577,censo2023,B,AR,AR,,032,DNI,R230378,SANTIAGO,LUIS,,DIAZ,1992-12-24,1
CEN000578,censo2023,C,UY,UY,59931720,,,,MATEO,ALEJANDRO,ACOSTA,,1995-09-18,1
CEN000579,censo2023,B,UY,UY,42252104,,,,LAURA,ANDREA,PEREIRA,,1998-05-10,2
CEN000580,censo2023,A,UY,UY,59845167,,,,FACUNDO,,,,1950-09-14,1
CEN000581,censo2023,C,AR,AR,,032,DNI,R502866,JOAQUIN,JAVIER,MENDES,,1990-07-27,1
CEN000582,censo2023,A,UY,UY,44759343,,,,NOELIA,AGUSTINA,GOMEZ,,1985-06-26,2
CEN000583,censo2023,A,PY,PY,,600,DNI,Y322134,JUAN,JAVIER,PEREIRA,,1965-01-16,1
CEN000584,censo2023,C,UY,UY,58939739,,,,PAOLA,DAMIAN,,,1982-10-21,2
CEN000585,censo2023,C,UY,UY,47251864,,,,MARTIN,BEATRIZ,,,2003-12-06,1
CEN000586,censo2023,A,UY,UY,46014413,,,,GONZALO,,,SUAREZ,1963-01-08,1
CEN000587,censo2023,B,UY,UY,58461382,,,,JUAN,EZEQUIEL,SOSA,,1973-06-20,1
CEN000588,censo2023,A,BR,BR,,076,PAS,B890826,NOELIA,PAULA,,,1991-10-24,2
CEN000589,censo2023,B,AR,AR,,032,PAS,A665860,NOELIA,,TORRES,,,2
CEN000590,censo2023,B,UY,UY,31353786,,,,THIAGO,LUIS,PEREZ,,1973-03-06,1
CEN000591,censo2023,B,UY,UY,54038256,,,,MARTINA,JAVIER,CORREA,,1988-07-30,2
CEN000592,censo2023,C,UY,UY,50172596,,,,VALENTINA,BELEN,GOMEZ,,1953-09-05,2
CEN000593,censo2023,A,BR,BR,,,,,DIEGO,ANDREA,,,1991-12-12,1
CEN000594,censo2023,B,UY,UY,43807205,,,,ANA,ALEJANDRO,RODRIGUEZ,,1968-07-13,2
CEN000595,censo2023,C,UY,UY,40953109,,,,PEDRO,NOELIA,LOPEZ,,1975-02-26,1
CEN000596,censo2023,A,BR,BR,,076,DNI,R083039,MARTINA,,MENDES,,1964-10-22,2
CEN000597,censo2023,C,UY,UY,,,,,SANTIAGO,NOELIA,PEREZ,,1972-09-02,1
CEN000598,censo2023,A,UY,UY,52327466,,,,MATEO,BELEN,LOPEZ,,1996-02-15,1
CEN000599,censo2023,A,VE,VE,,862,PAS,V583385,MARTIN,INES,DIAZ,,1957-06-20,1
CEN000600,censo2023,A,UY,UY,47212852,,,,CARLA,,ALONSO,,1972-03-07,2
CEN000601,censo2023,A,VE,VE,,862,DNI,V205523,VALENTINA,CARLOS,DIAZ,,1994-04-16,2
CEN000602,censo2023,A,UY,UY,48687808,,,,FACUNDO,BELEN,VELAZQUEZ,,1971-05-04,1
CEN000603,censo2023,A,UY,UY,51849683,,,,MARTIN,ANDREA,,,,1
CEN000604,censo2023,B,UY,UY,57472267,,,,GONZALO,,GOMEZ,,1994-09-11,1
CEN000605,censo2023,B,UY,UY,37700694,,,,PEDRO,INES,LOPEZ,,1958-11-20,1
CEN000606,censo2023,A,AR,AR,,032,DNI,A032075,PAOLA,PAULA,SUAREZ,,1999-09-05,2
CEN000607,censo2023,A,UY,UY,,,,,LAURA,ANDREA,,,1997-08-26,2
CEN000608,censo2023,B,BR,BR,,076,DNI,B458570,CARLA,MAR,MARTINEZ,MARTINEZ,,2
CEN000609,censo2023,A,PY,PY,,600,DNI,P371288,SEBASTIAN,LUIS,LOPEZ,,1980-10-25,1
CEN000610,censo2023,A,UY,UY,56435146,,,,LAURA,NOELIA,MARTINEZ,,1983-01-09,2
CEN000611,censo2023,A,UY,UY,45721996,,,,GONZALO,,,,1967-12-20,1
CEN000612,censo2023,A,UY,UY,53952468,,,,RUBEN,,SOSA,,1954-11-06,1
CEN000613,censo2023,C,UY,UY,55074574,,,,LAURA,MAR,MARTINEZ,,1988-11-16,2
CEN000614,censo2023,C,UY,UY,47925072,,,,SANTIAGO,AGUSTINA,GOMEZ,,1962-07-28,1
CEN000615,censo2023,B,UY,UY,35830802,,,,MARTIN,ELENA,ACOSTA,,1961-03-26,1
CEN000616,censo2023,A,UY,UY,46491767,,,,LUCIA,JAVIER,CORREA,,1978-10-28,2
CEN000617,censo2023,A,UY,UY,58206236,,,,ANDRES,,TORRES,PEREIRA,2005-05-21,1
CEN000618,censo2023,A,UY,UY,40472328,,,,MARIA,DAMIAN,,,1978-01-10,2
CEN000619,censo2023,B,UY,UY,54210179,,,,FACUNDO,AGUSTINA,SILVA,,2004-09-25,1
CEN000620,censo2023,C,UY,UY,44615351,,,,LEONARDO,JAVIER,ACOSTA,,1958-09-22,1
CEN000621,censo2023,A,UY,UY,52823528,,,,FACUNDO,ELENA,LOPEZ,,,1
CEN000622,censo2023,B,UY,UY,45267988,,,,MICAELA,,PEREIRA,,1977-05-13,2
CEN000623,censo2023,A,UY,UY,34509196,,,,CARLA,MAR,TORRES,,1950-07-10,2
CEN000624,censo2023,B,UY,UY,34481143,,,,THIAGO,,,,1965-03-24,1
CEN000625,censo2023,C,PY,PY,,600,PAS,P479604,NICOLAS,,,,1997-04-04,1
CEN000626,censo2023,A,UY,UY,33221624,,,,RUBEN,MAR,,TORRES,1967-02-09,1
CEN000627,censo2023,A,UY,UY,44435283,,,,THIAGO,ALEJANDRO,,,1995-01-17,1
CEN000628,censo2023,A,BR,BR,,076,DNI,B294994,SEBASTIAN,MAR,MARTINEZ,,,1
CEN000629,censo2023,A,UY,UY,54131977,,,,LEONARDO,DAMIAN,PEREIRA,,2004-12-16,1
CEN000630,censo2023,A,UY,UY,55507281,,,,INES,PAULA,VELAZQUEZ,,1950-04-25,2
CEN000631,censo2023,B,UY,UY,41227289,,,,ELISA,NOELIA,CORREA,,1958-12-29,2
CEN000632,censo2023,A,AR,AR,,032,DNI,A679507,SEBASTIAN,PAULA,TORRES,,1964-11-15,1
CEN000633,censo2023,A,UY,UY,53139394,,,,ANDRES,,VELAZQUEZ,,1959-06-01,1
CEN000634,censo2023,A,UY,UY,43813047,,,,JOAQUIN,,ALONSO,MENDES,2001-01-09,1
CEN000635,censo2023,C,UY,UY,49427218,,,,ANA,AGUSTINA,SUAREZ,,1968-10-22,2
CEN000636,censo2023,C,UY,UY,,,,,CARLA,,FERNANDEZ,,,2
CEN000637,censo2023,A,BR,BR,,076,PAS,B119396,LUCIA,BELEN,BENITEZ,DIAZ,2005-06-25,2
CEN000638,censo2023,B,UY,UY,58645769,,,,ELISA,PAULA,GOMEZ,,1989-10-05,2
CEN000639,censo2023,A,UY,UY,49255767,,,,SEBASTIAN,AGUSTINA,ALONSO,,1985-04-23,1
CEN000640,censo2023,A,UY,UY,57114377,,,,JOAQUIN,DAMIAN,MARTINEZ,,1965-12-27,1
CEN000641,censo2023,A,UY,UY,54540571,,,,SEBASTIAN,DAMIAN,LOPEZ,,2002-08-31,1
CEN000642,censo2023,B,UY,UY,57779230,,,,LAURA,CARLOS,FERNANDEZ,,,2
CEN000643,censo2023,A,UY,UY,33137680,,,,MARIA,NOELIA,,,1999-07-06,2
CEN000644,censo2023,A,UY,UY,36769013,,,,MATEO,ANDREA,ACOSTA,,1951-09-18,1
CEN000645,censo2023,B,UY,UY,51892811,,,,MATEO,ELENA,CORREA,,1979-12-05,1
CEN000646,censo2023,A,UY,UY,51505413,,,,MARIA,ANDREA,RAMIREZ,,,2
CEN000647,censo2023,A,UY,UY,,,,,JOAQUIN,BELEN,VELAZQUEZ,,1973-10-14,1
CEN000648,censo2023,A,UY,UY,49115342,,,,LAURA,MAR,,,2001-11-12,2
CEN000649,censo2023,A,UY,UY,53363163,,,,MARTINA,ALEJANDRO,,SILVA,2000-07-21,2
CEN000650,censo2023,A,PY,PY,,600,PAS,P752394,DIEGO,INES,FERNANDEZ,,2005-06-15,1
CEN000651,censo2023,A,UY,UY,55520075,,,,MARTIN,LUIS,DIAZ,,1982-03-04,1
CEN000652,censo2023,A,UY,UY,58886504,,,,NOELIA,,RUIZ,,1964-03-30,2
CEN000653,censo2023,A,UY,UY,49677818,,,,MATEO,INES,MENDES,,1987-07-26,1
CEN000654,censo2023,A,UY,UY,52684566,,,,MICAELA,MAR,RODRIGUEZ,BENITEZ,1957-06-30,2
CEN000655,censo2023,A,UY,UY,57588439,,,,VALENTINA,,MENDES,,1961-03-22,2
CEN000656,censo2023,B,UY,UY,32121965,,,,MARIA,ANDREA,SOSA,,,2
CEN000657,censo2023,A,UY,UY,47438655,,,,PAOLA,MAR,SILVA,,1959-03-16,2
CEN000658,censo2023,C,UY,UY,47759215,,,,GONZALO,NOELIA,ALONSO,,2003-10-16,1
CEN000659,censo2023,A,AR,AR,,032,PAS,A160311,INES,NOELIA,,,1953-02-25,2
CEN000660,censo2023,B,UY,UY,55337988,,,,ANA,,ALONSO,,1967-10-18,2
CEN000661,censo2023,B,UY,UY,37407062,,,,GONZALO,ELENA,,,1984-05-31,1
CEN000662,censo2023,A,UY,UY,,,,,MARTIN,JAVIER,MARTINEZ,LOPEZ,1971-05-04,1
CEN000663,censo2023,C,UY,UY,41683374,,,,CARLA,,,PEREIRA,1967-05-12,
CEN000664,censo2023,A,PY,PY,,600,DNI,P130336,JOAQUIN,EZEQUIEL,MARTINEZ,,1985-12-17,1
CEN000665,censo2023,A,UY,UY,55205422,,,,MICAELA,INES,TORRES,CORREA,1988-06-15,2
CEN000666,censo2023,C,UY,UY,52780914,,,,NICOLAS,,CORREA,,1983-04-01,1
CEN000667,censo2023,A,VE,VE,,862,DNI,E887562,MARIA,INES,TORRES,PEREZ,1952-01-22,2
CEN000668,censo2023,C,PY,PY,,600,PAS,Y753144,RUBEN,BEATRIZ,,,1985-06-19,1
CEN000669,censo2023,A,UY,UY,45004448,,,,LAURA,DAMIAN,,,1989-01-03,2
CEN000670,censo2023,B,UY,UY,38099982,,,,MATEO,,MENDES,,1963-06-03,1
CEN000671,censo2023,A,UY,UY,,,,,ANDRES,DAMIAN,GOMEZ,,1972-01-03,1
CEN000672,censo2023,B,UY,UY,31309263,,,,JOAQUIN,AGUSTINA,TORRES,,1959-10-15,1
CEN000673,censo2023,A,UY,UY,30951276,,,,ANA,,,SOSA,1962-03-29,2
CEN000674,censo2023,A,UY,UY,49724528,,,,SEBASTIAN,ELENA,,,2004-09-16,1
CEN000675,censo2023,B,UY,UY,44154822,,,,JUAN,,ALONSO,BENITEZ,,1
CEN000676,censo2023,A,UY,UY,43517878,,,,JULIETA,PAULA,MENDES,,1969-12-29,2
CEN000677,censo2023,B,UY,UY,33808706,,,,JUAN,,PEREZ,,1964-07-28,1
CEN000678,censo2023,A,UY,UY,32375036,,,,LEONARDO,DAMIAN,SILVA,,1986-11-23,1
CEN000679,censo2023,A,UY,UY,31566465,,,,JUAN,DAMIAN,,,1983-07-20,1
CEN000680,censo2023,A,UY,UY,31960345,,,,SOFIA,ALEJANDRO,SOSA,,1994-09-18,2
CEN000681,censo2023,B,UY,UY,55728060,,,,JOAQUIN,INES,RAMIREZ,,1965-07-10,1
CEN000682,censo2023,C,UY,UY,55709755,,,,SANTIAGO,INES,SUAREZ,,1950-11-28,1
CEN000683,censo2023,B,UY,UY,54544894,,,,SOFIA,PAULA,TORRES,,1997-08-25,2
CEN000684,censo2023,A,UY,UY,30101584,,,,DIEGO,DAMIAN,ACOSTA,,1977-04-24,1
CEN000685,censo2023,A,UY,UY,39369280,,,,NOELIA,,ALONSO,,1966-12-04,2
CEN000686,censo2023,A,UY,UY,57233447,,,,JOAQUIN,LUIS,ACOSTA,,2002-08-10,1
CEN000687,censo2023,C,BR,BR,,076,DNI,R281754,MARTINA,,,,1990-12-03,2
CEN000688,censo2023,B,UY,UY,54519629,,,,ANA,ANDREA,,BENITEZ,1950-12-07,2
CEN000689,censo2023,A,UY,UY,42778929,,,,MARIA,ALEJANDRO,LOPEZ,,1950-12-10,2
CEN000690,censo2023,A,UY,UY,52603796,,,,MATEO,NOELIA,RUIZ,,1961-04-20,1
CEN000691,censo2023,A,UY,UY,43146395,,,,FACUNDO,CARLOS,VELAZQUEZ,,1965-07-21,1
CEN000692,censo2023,A,UY,UY,36596112,,,,VALENTINA,CARLOS,GOMEZ,,1978-06-23,2
CEN000693,censo2023,B,UY,UY,40314719,,,,RUBEN,AGUSTINA,PEREZ,,1983-08-19,1
CEN000694,censo2023,C,UY,UY,44717505,,,,PEDRO,ALEJANDRO,TORRES,,1977-03-29,1
CEN000695,censo2023,B,AR,AR,,032,PAS,R192408,DIEGO,AGUSTINA,,,1991-11-03,1
CEN000696,censo2023,A,UY,UY,56155889,,,,NOELIA,,PEREIRA,MENDES,1982-01-28,2
CEN000697,censo2023,A,BR,BR,,076,DNI,B627617,JULIETA,CARLOS,LOPEZ,,1955-09-03,2
CEN000698,censo2023,A,UY,UY,59671018,,,,JULIETA,DAMIAN,RODRIGUEZ,,1989-08-06,2
CEN000699,censo2023,B,BR,BR,,076,PAS,R426447,JUAN,ELENA,,SOSA,1989-05-29,1
CEN000700,censo2023,C,UY,UY,38052353,,,,FLORENCIA,ANDREA,ACOSTA,,1980-07-13,2
CEN000701,censo2023,A,UY,UY,30219925,,,,MICAELA,ALEJANDRO,CORREA,,2000-05-11,2
CEN000702,censo2023,A,UY,UY,47150939,,,,ANDRES,ALEJANDRO,,,1968-06-06,1
CEN000703,censo2023,A,UY,UY,54866641,,,,MARTINA,LUIS,,,1971-01-13,2
CEN000704,censo2023,C,UY,UY,50830978,,,,PEDRO,,,BENITEZ,1999-01-22,1
CEN000705,censo2023,A,UY,UY,32671400,,,,JOAQUIN,,,,1958-12-18,1
CEN000706,censo2023,B,BR,BR,,076,DNI,B578084,JOAQUIN,BEATRIZ,MARTINEZ,,1964-07-07,1
CEN000707,censo2023,C,UY,UY,54836332,,,,MARTIN,AGUSTINA,PEREZ,,2005-08-27,1
CEN000708,censo2023,A,UY,UY,40681114,,,,RUBEN,,ALONSO,,1985-07-11,1
CEN000709,censo2023,C,UY,UY,48166302,,,,SOFIA,AGUSTINA,BENITEZ,,1964-12-25,2
CEN000710,censo2023,A,UY,UY,44583214,,,,ANA,JAVIER,,,1951-08-01,2
CEN000711,censo2023,C,UY,UY,46696831,,,,MARTINA,,VELAZQUEZ,RAMIREZ,2000-03-08,2
CEN000712,censo2023,A,UY,UY,30904793,,,,MICAELA,EZEQUIEL,,,1959-05-18,2
CEN000713,censo2023,B,UY,UY,38955340,,,,INES,BELEN,LOPEZ,,1957-01-25,2
CEN000714,censo2023,A,UY,UY,59495600,,,,LUCIA,JAVIER,SUAREZ,,1980-07-21,2
CEN000715,censo2023,C,UY,UY,34748085,,,,NOELIA,NOELIA,CORREA,,2000-11-19,2
CEN000716,censo2023,A,UY,UY,45343402,,,,MICAELA,DAMIAN,,,1957-07-16,2
CEN000717,censo2023,B,VE,VE,,862,DNI,V726435,VALENTINA,JAVIER,TORRES,,,2
CEN000718,censo2023,A,UY,UY,46724380,,,,SEBASTIAN,ALEJANDRO,FERNANDEZ,,1978-12-24,1
CEN000719,censo2023,C,UY,UY,44188213,,,,JUAN,ANDREA,PEREZ,,1972-08-23,1
CEN000720,censo2023,A,UY,UY,57541157,,,,PEDRO,AGUSTINA,PEREIRA,,1998-10-11,1
CEN000721,censo2023,A,PY,PY,,,,,FLORENCIA,JAVIER,SOSA,RUIZ,1983-11-08,2
CEN000722,censo2023,A,UY,UY,51430506,,,,RUBEN,,RAMIREZ,ALONSO,1998-01-04,1
CEN000723,censo2023,A,UY,UY,32517945,,,,INES,JAVIER,SUAREZ,,1967-04-25,2
CEN000724,censo2023,A,UY,UY,56333212,,,,NICOLAS,,RUIZ,,2002-10-19,1
CEN000725,censo2023,A,UY,UY,39407331,,,,NICOLAS,DAMIAN,SOSA,VELAZQUEZ,1956-04-27,1
CEN000726,censo2023,A,PY,PY,,600,DNI,P422793,DIEGO,,,,1952-12-03,1
CEN000727,censo2023,B,UY,UY,36578828,,,,SANTIAGO,BEATRIZ,PEREIRA,,1997-07-04,1
CEN000728,censo2023,B,UY,UY,47386847,,,,RUBEN,ALEJANDRO,TORRES,,1954-09-12,1
CEN000729,censo2023,A,VE,VE,,862,DNI,E255291,LEONARDO,BELEN,MENDES,BENITEZ,1950-03-30,1
CEN000730,censo2023,A,UY,UY,47128052,,,,DIEGO,MAR,TORRES,,1951-10-30,1
CEN000731,censo2023,A,UY,UY,42569503,,,,LUCIA,,ACOSTA,,1964-05-12,2
CEN000732,censo2023,C,UY,UY,32583587,,,,ELISA,PAULA,MARTINEZ,,1990-05-27,2
CEN000733,censo2023,B,UY,UY,50341570,,,,JUAN,,FERNANDEZ,,1992-09-04,1
CEN000734,censo2023,C,UY,UY,41533438,,,,LAURA,LUIS,CORREA,,1997-09-16,2
CEN000735,censo2023,A,UY,UY,49951965,,,,VALENTINA,,ALONSO,PEREIRA,1994-12-17,2
CEN000736,censo2023,A,UY,UY,58207636,,,,ANDRES,PAULA,,,1996-05-09,1
CEN000737,censo2023,C,UY,UY,51051491,,,,JOAQUIN,INES,SOSA,,1956-04-05,1
CEN000738,censo2023,A,VE,VE,,862,PAS,V668962,JULIETA,CARLOS,LOPEZ,,2002-08-29,2
CEN000739,censo2023,A,AR,AR,,032,DNI,R533920,ANA,,,SILVA,1994-10-25,2
CEN000740,censo2023,A,UY,UY,50471448,,,,MARTINA,AGUSTINA,LOPEZ,,1951-01-08,2
CEN000741,censo2023,A,UY,UY,36917473,,,,LEONARDO,INES,TORRES,,1954-06-10,1
CEN000742,censo2023,C,UY,UY,58451253,,,,PAOLA,EZEQUIEL,,,1965-07-31,2
CEN000743,censo2023,C,UY,UY,30269837,,,,GONZALO,DAMIAN,TORRES,,1967-06-02,1
CEN000744,censo2023,A,UY,UY,48426659,,,,NOELIA,JAVIER,,RODRIGUEZ,1997-02-12,2
CEN000745,censo2023,C,UY,UY,,,,,JOAQUIN,AGUSTINA,BENITEZ,,1954-06-15,1
CEN000746,censo2023,C,UY,UY,33336920,,,,SOFIA,ELENA,CORREA,,1950-05-30,2
CEN000747,censo2023,A,UY,UY,49721151,,,,CARLA,JAVIER,,CORREA,1950-04-13,2
CEN000748,censo2023,B,UY,UY,43557407,,,,MATEO,,,,1997-08-05,1
CEN000749,censo2023,C,UY,UY,33652595,,,,RUBEN,,RODRIGUEZ,VELAZQUEZ,1953-03-13,1
CEN000750,censo2023,A,UY,UY,59066624,,,,ANA,,,,1988-01-07,2
CEN000751,censo2023,C,UY,UY,40154583,,,,VALENTINA,BELEN,,,1960-10-16,2
CEN000752,censo2023,A,VE,VE,,862,PAS,V816315,MARTIN,,PEREIRA,,1968-08-19,1
CEN000753,censo2023,A,VE,VE,,862,PAS,E430941,SEBASTIAN,DAMIAN,SOSA,,1966-07-01,1
CEN000754,censo2023,A,UY,UY,,,,,FLORENCIA,NOELIA,MARTINEZ,,1994-10-26,2
CEN000755,censo2023,C,UY,UY,49181978,,,,INES,AGUSTINA,,,1955-01-02,
CEN000756,censo2023,B,UY,UY,39792003,,,,NOELIA,ALEJANDRO,RODRIGUEZ,,1973-06-07,2
CEN000757,censo2023,A,BR,BR,,076,PAS,R107589,MARTIN,,MENDES,ACOSTA,1979-10-28,1
CEN000758,censo2023,B,UY,UY,38355365,,,,INES,JAVIER,SOSA,,1975-08-31,2
CEN000759,censo2023,A,UY,UY,32964343,,,,RUBEN,,,,1953-08-10,1
CEN000760,censo2023,C,UY,UY,48685264,,,,SOFIA,BELEN,FERNANDEZ,,1971-01-01,2
CEN000761,censo2023,A,UY,UY,40638610,,,,THIAGO,,PEREZ,,1956-11-18,1
CEN000762,censo2023,B,PY,PY,,600,PAS,P503900,ANDRES,,,,2001-09-27,1
CEN000763,censo2023,B,UY,UY,32322191,,,,ELISA,NOELIA,,,1998-11-27,2
CEN000764,censo2023,A,UY,UY,37985545,,,,PAOLA,JAVIER,PEREZ,BENITEZ,1960-07-19,2
CEN000765,censo2023,B,UY,UY,46074301,,,,GONZALO,BELEN,,,1963-08-15,1
CEN000766,censo2023,A,UY,UY,32706607,,,,NICOLAS,MAR,,,1975-04-02,1
CEN000767,censo2023,C,UY,UY,31888016,,,,VALENTINA,PAULA,,,1950-06-08,2
CEN000768,censo2023,A,UY,UY,54763500,,,,NOELIA,,RUIZ,,1965-10-06,2
CEN000769,censo2023,A,UY,UY,,,,,ANDRES,,MENDES,,1973-07-16,1
CEN000770,censo2023,A,UY,UY,37090962,,,,CARLA,BEATRIZ,,,1998-11-23,2
CEN000771,censo2023,A,UY,UY,50496645,,,,ANDRES,INES,MENDES,RODRIGUEZ,1992-11-05,1
CEN000772,censo2023,A,UY,UY,51336454,,,,MATEO,,RUIZ,,1977-03-31,1
CEN000773,censo2023,A,UY,UY,44400605,,,,ANA,DAMIAN,GOMEZ,,1979-09-18,
CEN000774,censo2023,B,UY,UY,42723567,,,,SANTIAGO,,,,,1
